id,city,temperature,humidity,description
7235,São Luís,7.9,48,poucas nuvens
7236,Brasília,22.8,43,trovoada
7237,Guarulhos,-3.8,28,poucas nuvens
7238,Rio de Janeiro,5.8,22,chuva leve
7239,Manaus,1.6,47,neve
7240,Teresina,10.8,81,nuvens dispersas
7241,São Paulo,1.0,60,nuvens dispersas
7242,Natal,9.4,98,chuva leve
7243,Manaus,13.3,47,nuvens quebradas
7244,Belo Horizonte,38.2,96,trovoada
7245,Maceió,8.1,50,céu limpo
7246,Fortaleza,22.6,92,poucas nuvens
7247,Natal,15.8,24,trovoada
7248,Teresina,11.9,60,chuva
7249,Fortaleza,15.8,98,trovoada
7250,São Paulo,34.0,20,neve
7251,Porto Alegre,10.6,38,céu limpo
7252,Porto Alegre,-2.4,84,chuva leve
7253,Teresina,28.6,37,névoa
7254,Natal,29.3,60,nuvens quebradas
7255,Brasília,4.3,93,poucas nuvens
7256,Teresina,18.0,52,chuva
7257,Teresina,19.0,83,chuva leve
7258,Rio de Janeiro,9.5,44,chuva
7259,Belo Horizonte,27.8,61,nuvens dispersas
7260,Duque de Caxias,-2.0,71,nuvens dispersas
7261,Belo Horizonte,-4.6,86,névoa
7262,Maceió,21.3,42,céu limpo
7263,Belém,16.9,24,chuva leve
7264,Belém,33.7,92,céu limpo
7265,Teresina,14.5,76,nuvens dispersas
7266,Belém,15.2,51,nuvens dispersas
7267,Campinas,-3.2,59,neve
7268,Natal,26.6,83,neve
7269,Curitiba,5.9,78,poucas nuvens
7270,Porto Alegre,20.9,57,céu limpo
7271,Natal,17.1,81,neve
7272,Guarulhos,39.8,97,nuvens dispersas
7273,Maceió,38.6,86,névoa
7274,Curitiba,4.6,95,nuvens quebradas
7275,Recife,-2.7,84,nuvens quebradas
7276,Belo Horizonte,12.7,35,névoa
7277,Belo Horizonte,19.9,94,névoa
7278,São Paulo,28.2,94,chuva leve
7279,Rio de Janeiro,0.5,49,nuvens quebradas
7280,São Luís,-2.8,23,céu limpo
7281,São Luís,0.0,76,trovoada
7282,Natal,31.6,100,nuvens quebradas
7283,Curitiba,35.4,78,céu limpo
7284,Curitiba,-2.0,27,chuva
7285,Curitiba,-3.0,24,chuva leve
7286,Campinas,12.9,47,nuvens dispersas
7287,Rio de Janeiro,6.7,54,neve
7288,Guarulhos,29.2,69,céu limpo
7289,Porto Alegre,20.6,83,névoa
7290,Campinas,32.2,74,neve
7291,Guarulhos,23.6,47,nuvens quebradas
7292,Goiania,-2.3,57,poucas nuvens
7293,Duque de Caxias,32.6,51,névoa
7294,Fortaleza,11.2,85,chuva leve
7295,São Paulo,36.7,81,neve
7296,Duque de Caxias,-0.5,39,chuva
7297,Belém,23.3,88,chuva leve
7298,Rio de Janeiro,23.9,69,nuvens dispersas
7299,Campinas,33.5,73,céu limpo
7300,Goiania,31.0,89,névoa
7301,Teresina,13.2,67,nuvens dispersas
7302,Recife,19.5,35,nuvens quebradas
7303,Goiania,22.7,70,chuva leve
7304,Guarulhos,31.5,31,nuvens quebradas
7305,Belo Horizonte,37.1,71,nuvens dispersas
7306,Salvador,22.7,64,nuvens quebradas
7307,Belém,7.2,41,nuvens dispersas
7308,Porto Alegre,32.8,33,trovoada
7309,Natal,-2.4,90,céu limpo
7310,Duque de Caxias,4.7,93,céu limpo
7311,Salvador,25.9,98,trovoada
7312,Teresina,17.5,87,nuvens quebradas
7313,Duque de Caxias,38.9,68,céu limpo
7314,Rio de Janeiro,15.7,91,nuvens quebradas
7315,São Paulo,12.6,30,chuva leve
7316,Salvador,1.4,22,chuva leve
7317,Guarulhos,31.2,54,névoa
7318,Belém,37.1,41,nuvens quebradas
7319,Brasília,9.6,64,neve
7320,São Gonçalo,18.7,34,chuva leve
7321,Goiania,4.0,31,neve
7322,Teresina,1.0,27,chuva
7323,São Gonçalo,32.2,98,neve
7324,Campinas,28.6,63,poucas nuvens
7325,Fortaleza,25.8,22,nuvens dispersas
7326,Salvador,-2.9,63,nuvens quebradas
7327,Belém,3.3,25,chuva leve
7328,Belo Horizonte,25.5,100,chuva leve
7329,Duque de Caxias,21.4,51,trovoada
7330,Belém,30.0,87,céu limpo
7331,Goiania,14.7,21,nuvens dispersas
7332,Guarulhos,39.0,28,nuvens dispersas
7333,Manaus,39.5,74,poucas nuvens
7334,São Luís,7.7,33,céu limpo
7335,Salvador,10.0,41,trovoada
7336,São Luís,-2.7,78,poucas nuvens
7337,Campinas,14.3,23,trovoada
7338,Porto Alegre,3.3,53,neve
7339,Goiania,22.6,83,trovoada
7340,Curitiba,21.0,85,nuvens dispersas
7341,Porto Alegre,-4.8,64,chuva leve
7342,Curitiba,36.1,52,chuva
7343,Campinas,4.9,40,nuvens dispersas
7344,Maceió,15.6,32,nuvens quebradas
7345,Maceió,20.3,34,neve
7346,Fortaleza,-1.5,30,nuvens dispersas
7347,Brasília,26.0,68,céu limpo
7348,Brasília,28.3,31,névoa
7349,Goiania,15.3,22,poucas nuvens
7350,Porto Alegre,15.4,57,névoa
7351,Curitiba,15.7,27,chuva
7352,São Luís,2.5,88,névoa
7353,Fortaleza,31.8,84,neve
7354,Natal,12.7,55,chuva leve
7355,Guarulhos,38.5,71,neve
7356,Natal,19.5,84,nuvens quebradas
7357,São Luís,14.3,84,céu limpo
7358,Porto Alegre,27.6,53,nuvens dispersas
7359,Salvador,34.5,58,poucas nuvens
7360,Duque de Caxias,39.3,60,céu limpo
7361,Natal,19.2,44,chuva
7362,Rio de Janeiro,15.0,44,nuvens quebradas
7363,Guarulhos,25.4,98,chuva leve
7364,Belo Horizonte,9.8,31,nuvens quebradas
7365,São Luís,0.9,50,chuva leve
7366,Recife,26.7,48,chuva leve
7367,Salvador,-0.2,42,névoa
7368,Maceió,15.8,35,céu limpo
7369,São Gonçalo,0.8,31,céu limpo
7370,Goiania,1.1,60,neve
7371,Rio de Janeiro,12.2,71,nuvens dispersas
7372,Rio de Janeiro,-2.3,43,céu limpo
7373,Maceió,21.7,95,chuva
7374,Curitiba,-4.3,89,trovoada
7375,Teresina,34.8,76,chuva
7376,Campinas,3.8,35,nuvens quebradas
7377,Belém,10.1,37,nuvens dispersas
7378,Porto Alegre,6.4,62,chuva leve
7379,Fortaleza,9.6,27,neve
7380,Manaus,7.8,49,chuva leve
7381,Curitiba,18.6,83,chuva leve
7382,Manaus,15.8,60,céu limpo
7383,Goiania,37.2,91,chuva
7384,Porto Alegre,17.8,41,neve
7385,Fortaleza,31.3,70,chuva
7386,Fortaleza,1.6,86,poucas nuvens
7387,Belém,34.8,72,chuva
7388,Goiania,25.6,65,trovoada
7389,Goiania,22.5,100,chuva leve
7390,Brasília,20.2,85,poucas nuvens
7391,Porto Alegre,27.1,35,nuvens quebradas
7392,Curitiba,-1.9,27,poucas nuvens
7393,Rio de Janeiro,28.4,72,nuvens quebradas
7394,Porto Alegre,38.5,71,chuva
7395,Guarulhos,30.6,54,nuvens quebradas
7396,Natal,28.2,69,neve
7397,Manaus,13.9,20,chuva
7398,Rio de Janeiro,22.0,25,nuvens quebradas
7399,Teresina,37.5,67,nuvens quebradas
7400,São Gonçalo,11.8,59,nuvens dispersas
7401,Maceió,13.7,67,neve
7402,São Gonçalo,14.6,95,nuvens quebradas
7403,Recife,38.1,44,céu limpo
7404,Campinas,29.4,65,chuva
7405,Curitiba,40.0,50,névoa
7406,Duque de Caxias,12.2,44,névoa
7407,Teresina,23.4,99,chuva leve
7408,Salvador,4.0,35,neve
7409,Fortaleza,36.5,44,chuva
7410,Teresina,18.1,53,chuva
7411,São Luís,17.7,32,neve
7412,São Gonçalo,26.7,21,céu limpo
7413,Brasília,-2.0,65,nuvens quebradas
7414,São Paulo,33.9,48,céu limpo
7415,São Gonçalo,26.1,78,nuvens dispersas
7416,Goiania,-4.2,99,chuva
7417,Maceió,-1.3,48,céu limpo
7418,Fortaleza,39.5,92,chuva leve
7419,Duque de Caxias,4.7,62,céu limpo
7420,Belo Horizonte,11.3,68,trovoada
7421,Fortaleza,31.7,68,névoa
7422,Goiania,26.0,49,poucas nuvens
7423,Recife,20.1,63,poucas nuvens
7424,Belo Horizonte,25.4,20,nuvens quebradas
7425,Guarulhos,38.4,92,céu limpo
7426,Manaus,26.8,70,poucas nuvens
7427,Belém,20.3,31,trovoada
7428,Duque de Caxias,1.9,53,neve
7429,Campinas,15.8,87,trovoada
7430,São Gonçalo,15.7,46,névoa
7431,Curitiba,33.6,67,nuvens dispersas
7432,Rio de Janeiro,2.2,27,chuva leve
7433,Salvador,25.2,30,nuvens dispersas
7434,Rio de Janeiro,32.8,67,poucas nuvens
7435,Salvador,-0.4,55,névoa
7436,Maceió,29.5,56,chuva leve
7437,Salvador,37.8,79,poucas nuvens
7438,Maceió,4.5,55,céu limpo
7439,Maceió,20.5,34,chuva leve
7440,Fortaleza,8.1,74,trovoada
7441,Recife,23.3,22,céu limpo
7442,Campinas,-0.9,65,nuvens dispersas
7443,Guarulhos,12.2,83,chuva
7444,Goiania,28.4,50,nuvens dispersas
7445,Duque de Caxias,33.1,25,chuva
7446,Recife,18.6,30,neve
7447,São Luís,20.6,84,nuvens quebradas
7448,Guarulhos,5.3,91,trovoada
7449,Duque de Caxias,15.8,54,poucas nuvens
7450,Fortaleza,19.4,44,chuva leve
7451,São Gonçalo,34.5,62,nuvens quebradas
7452,Recife,2.2,28,trovoada
7453,Recife,28.8,69,nuvens dispersas
7454,São Luís,16.6,53,chuva leve
7455,São Paulo,21.1,88,trovoada
7456,Teresina,34.8,77,chuva
7457,Teresina,31.5,43,trovoada
7458,Porto Alegre,27.0,89,nuvens quebradas
7459,Maceió,7.2,90,poucas nuvens
7460,São Gonçalo,32.1,55,trovoada
7461,Fortaleza,-0.5,43,chuva leve
7462,Belém,34.6,75,trovoada
7463,São Paulo,26.6,72,poucas nuvens
7464,Maceió,-2.8,58,névoa
7465,Campinas,25.9,40,trovoada
7466,Goiania,13.7,40,nuvens dispersas
7467,Recife,1.5,44,céu limpo
7468,Salvador,17.0,52,nuvens dispersas
7469,Salvador,11.3,55,nuvens dispersas
7470,Rio de Janeiro,-0.5,77,nuvens dispersas
7471,Belo Horizonte,39.2,66,trovoada
7472,Maceió,0.9,45,nuvens quebradas
7473,Goiania,10.6,80,chuva
7474,Duque de Caxias,30.1,66,céu limpo
7475,São Gonçalo,13.6,24,chuva
7476,Duque de Caxias,33.2,67,céu limpo
7477,Goiania,10.7,97,névoa
7478,Teresina,-0.7,75,céu limpo
7479,Teresina,28.8,93,chuva leve
7480,Teresina,10.9,63,céu limpo
7481,Curitiba,-3.7,95,neve
7482,Teresina,2.8,48,trovoada
7483,Maceió,31.6,32,céu limpo
7484,São Gonçalo,9.1,78,chuva
7485,Maceió,32.1,37,nuvens dispersas
7486,Maceió,29.3,22,névoa
7487,Teresina,27.0,86,trovoada
7488,São Gonçalo,27.6,81,céu limpo
7489,Fortaleza,12.5,56,neve
7490,Curitiba,25.8,30,chuva leve
7491,Curitiba,4.7,59,chuva
7492,Rio de Janeiro,-3.6,51,chuva
7493,Maceió,0.5,30,nuvens quebradas
7494,Natal,2.0,50,nuvens dispersas
7495,Goiania,34.6,98,névoa
7496,São Luís,20.4,26,trovoada
7497,Curitiba,15.0,91,chuva leve
7498,Maceió,37.4,37,neve
7499,Duque de Caxias,20.1,84,nuvens quebradas
7500,São Gonçalo,11.7,93,céu limpo
7501,Maceió,39.2,64,chuva leve
7502,Natal,15.0,59,céu limpo
7503,Belém,26.8,94,céu limpo
7504,São Paulo,4.5,25,chuva leve
7505,Recife,7.2,82,chuva
7506,São Gonçalo,6.1,70,chuva leve
7507,Recife,6.8,31,névoa
7508,São Paulo,0.5,82,céu limpo
7509,São Gonçalo,4.2,100,trovoada
7510,Goiania,27.8,78,chuva leve
7511,Recife,39.8,91,nuvens dispersas
7512,Teresina,1.6,57,chuva
7513,Guarulhos,25.9,33,trovoada
7514,Belo Horizonte,32.8,53,névoa
7515,Guarulhos,5.9,76,neve
7516,Maceió,40.0,99,neve
7517,Fortaleza,-0.9,25,trovoada
7518,Campinas,22.6,33,névoa
7519,Brasília,-0.0,43,chuva leve
7520,Duque de Caxias,9.2,69,chuva leve
7521,São Luís,22.6,89,chuva leve
7522,Duque de Caxias,33.2,99,poucas nuvens
7523,Teresina,19.8,85,chuva leve
7524,Brasília,26.9,89,trovoada
7525,Maceió,17.6,93,chuva
7526,Brasília,38.4,37,chuva
7527,Brasília,-4.2,58,trovoada
7528,Curitiba,2.5,31,chuva
7529,Campinas,12.2,27,nuvens dispersas
7530,Campinas,25.8,62,nuvens quebradas
7531,Goiania,35.9,38,nuvens dispersas
7532,Maceió,13.5,49,chuva leve
7533,Belém,2.6,52,céu limpo
7534,Salvador,0.9,87,chuva leve
7535,Fortaleza,8.3,37,nuvens dispersas
7536,Guarulhos,23.6,23,chuva
7537,Teresina,-4.7,64,chuva leve
7538,Recife,33.0,91,trovoada
7539,Goiania,11.0,40,trovoada
7540,São Luís,34.2,78,nuvens dispersas
7541,Curitiba,5.2,73,nuvens quebradas
7542,Porto Alegre,-2.7,65,nuvens quebradas
7543,Goiania,20.2,74,nuvens dispersas
7544,Belém,22.1,77,névoa
7545,Recife,28.4,31,céu limpo
7546,Recife,37.9,62,trovoada
7547,Maceió,3.8,69,trovoada
7548,Belo Horizonte,18.5,84,névoa
7549,São Luís,14.6,53,poucas nuvens
7550,São Luís,30.3,21,poucas nuvens
7551,Belém,22.2,64,trovoada
7552,Goiania,39.6,29,chuva leve
7553,Curitiba,6.0,77,chuva
7554,Maceió,18.1,83,neve
7555,Duque de Caxias,17.4,50,névoa
7556,Belém,7.9,80,trovoada
7557,Recife,27.6,81,céu limpo
7558,Salvador,6.2,91,nuvens quebradas
7559,Duque de Caxias,6.3,97,nuvens quebradas
7560,Natal,8.9,89,céu limpo
7561,Recife,19.1,60,névoa
7562,Manaus,22.8,99,chuva leve
7563,Campinas,-3.9,50,chuva
7564,Goiania,22.0,56,poucas nuvens
7565,Salvador,3.8,82,neve
7566,Belo Horizonte,28.2,57,nuvens dispersas
7567,Campinas,32.6,60,chuva leve
7568,Brasília,-2.0,90,névoa
7569,Salvador,7.7,32,céu limpo
7570,Manaus,28.5,38,céu limpo
7571,Belém,28.3,96,trovoada
7572,Maceió,26.6,82,neve
7573,Fortaleza,13.6,44,poucas nuvens
7574,Brasília,26.3,43,trovoada
7575,Maceió,15.2,57,céu limpo
7576,São Gonçalo,27.0,74,chuva
7577,Guarulhos,0.2,59,nuvens dispersas
7578,Campinas,28.7,46,céu limpo
7579,Salvador,5.1,42,céu limpo
7580,Guarulhos,8.4,33,névoa
7581,Duque de Caxias,-1.4,87,poucas nuvens
7582,São Gonçalo,34.6,48,nuvens dispersas
7583,Campinas,27.8,43,céu limpo
7584,Campinas,24.1,88,nuvens dispersas
7585,Campinas,15.0,28,chuva leve
7586,Brasília,2.6,58,nuvens quebradas
7587,Curitiba,19.1,69,névoa
7588,Duque de Caxias,37.7,71,nuvens quebradas
7589,Duque de Caxias,17.0,46,chuva leve
7590,Brasília,27.8,44,céu limpo
7591,Teresina,6.1,35,névoa
7592,Brasília,14.3,92,trovoada
7593,Teresina,31.7,56,neve
7594,Guarulhos,-0.5,44,trovoada
7595,São Paulo,17.4,94,trovoada
7596,Porto Alegre,3.8,84,nuvens quebradas
7597,Curitiba,36.6,91,poucas nuvens
7598,São Luís,4.8,95,nuvens quebradas
7599,Belo Horizonte,-3.2,49,nuvens quebradas
7600,Fortaleza,8.2,100,trovoada
7601,Maceió,2.9,67,nuvens quebradas
7602,Belém,6.8,93,chuva
7603,Fortaleza,6.1,46,chuva leve
7604,Teresina,13.3,87,poucas nuvens
7605,Maceió,15.3,41,nuvens dispersas
7606,Salvador,5.1,53,nuvens dispersas
7607,Belém,30.4,31,nuvens quebradas
7608,Porto Alegre,39.7,87,nuvens quebradas
7609,Maceió,16.2,47,céu limpo
7610,Brasília,16.1,64,chuva
7611,Porto Alegre,26.9,55,trovoada
7612,Manaus,27.3,61,neve
7613,Salvador,15.3,30,poucas nuvens
7614,Rio de Janeiro,11.4,70,névoa
7615,Manaus,36.3,28,neve
7616,São Gonçalo,33.9,57,poucas nuvens
7617,Curitiba,15.9,28,céu limpo
7618,São Paulo,11.8,47,neve
7619,Curitiba,-3.8,36,trovoada
7620,Guarulhos,29.8,21,céu limpo
7621,Teresina,32.2,85,poucas nuvens
7622,Recife,18.5,37,trovoada
7623,Rio de Janeiro,38.3,48,neve
7624,Manaus,38.3,64,chuva leve
7625,Guarulhos,19.1,23,neve
7626,São Paulo,19.9,98,chuva leve
7627,Porto Alegre,16.5,71,neve
7628,Manaus,9.4,97,nuvens dispersas
7629,Belo Horizonte,3.0,20,trovoada
7630,Salvador,5.1,69,nuvens dispersas
7631,Maceió,34.7,85,poucas nuvens
7632,Porto Alegre,-3.8,40,céu limpo
7633,São Luís,34.4,56,chuva
7634,São Paulo,3.7,80,nuvens quebradas
7635,Recife,36.8,62,nuvens quebradas
7636,Rio de Janeiro,21.3,49,poucas nuvens
7637,São Paulo,-1.1,94,nuvens dispersas
7638,Recife,-2.3,98,trovoada
7639,Belo Horizonte,11.2,99,chuva leve
7640,Curitiba,6.7,84,chuva leve
7641,Maceió,34.2,63,trovoada
7642,Recife,33.7,83,chuva
7643,Duque de Caxias,14.3,89,céu limpo
7644,Teresina,17.3,45,neve
7645,Campinas,2.5,94,nuvens quebradas
7646,Campinas,33.9,26,nuvens quebradas
7647,São Luís,-3.8,59,chuva leve
7648,São Paulo,13.9,95,poucas nuvens
7649,Natal,34.3,31,nuvens quebradas
7650,Brasília,3.9,68,chuva
7651,Manaus,0.6,79,nuvens quebradas
7652,Teresina,19.4,44,trovoada
7653,Manaus,39.3,51,trovoada
7654,Brasília,2.7,97,trovoada
7655,Belém,38.9,74,trovoada
7656,São Luís,13.6,75,céu limpo
7657,Belém,2.9,43,chuva leve
7658,Campinas,16.7,87,chuva
7659,Guarulhos,3.4,100,neve
7660,São Luís,-2.5,52,nuvens quebradas
7661,Goiania,31.5,58,trovoada
7662,São Paulo,20.6,52,névoa
7663,Recife,14.6,95,névoa
7664,Rio de Janeiro,31.4,35,poucas nuvens
7665,Fortaleza,15.0,77,névoa
7666,Guarulhos,11.7,76,chuva
7667,Goiania,33.0,54,nuvens quebradas
7668,Curitiba,20.1,68,chuva
7669,Maceió,29.5,54,névoa
7670,Manaus,6.0,35,céu limpo
7671,Porto Alegre,5.0,23,nuvens dispersas
7672,Campinas,27.4,81,chuva
7673,São Paulo,17.2,65,poucas nuvens
7674,Maceió,21.0,45,poucas nuvens
7675,Goiania,2.1,43,céu limpo
7676,Guarulhos,1.1,82,trovoada
7677,Teresina,25.7,58,chuva leve
7678,Goiania,24.0,89,névoa
7679,Curitiba,36.5,59,chuva leve
7680,Salvador,40.0,39,chuva
7681,São Paulo,23.1,24,poucas nuvens
7682,Porto Alegre,0.4,83,céu limpo
7683,Natal,20.5,71,neve
7684,Belém,4.6,50,névoa
7685,São Gonçalo,25.4,69,névoa
7686,Recife,19.6,89,névoa
7687,Campinas,27.8,96,nuvens quebradas
7688,São Luís,0.7,20,nuvens dispersas
7689,Salvador,36.4,51,trovoada
7690,Salvador,0.3,42,névoa
7691,Belo Horizonte,25.0,85,neve
7692,Rio de Janeiro,30.6,27,chuva
7693,Natal,25.3,73,céu limpo
7694,Goiania,-4.6,67,nuvens dispersas
7695,Recife,9.4,84,chuva leve
7696,Belo Horizonte,-1.2,77,nuvens dispersas
7697,Curitiba,18.4,85,céu limpo
7698,Brasília,-2.5,71,trovoada
7699,Belo Horizonte,21.5,58,neve
7700,Campinas,3.0,56,trovoada
7701,Belo Horizonte,19.9,21,céu limpo
7702,Guarulhos,4.8,52,chuva leve
7703,Salvador,0.8,40,chuva
7704,Belém,11.4,29,névoa
7705,Teresina,-0.8,72,nuvens quebradas
7706,São Gonçalo,39.8,41,trovoada
7707,Brasília,17.8,71,névoa
7708,São Luís,29.8,56,poucas nuvens
7709,São Paulo,16.8,83,chuva
7710,Rio de Janeiro,2.8,61,nuvens dispersas
7711,Curitiba,17.7,70,névoa
7712,Fortaleza,7.9,29,nuvens dispersas
7713,Teresina,15.9,82,nuvens dispersas
7714,Brasília,23.7,99,nuvens dispersas
7715,Porto Alegre,36.2,91,trovoada
7716,São Gonçalo,30.3,42,céu limpo
7717,Campinas,18.8,58,trovoada
7718,Goiania,28.5,42,neve
7719,São Paulo,-2.6,84,poucas nuvens
7720,Belém,25.0,51,trovoada
7721,Porto Alegre,19.3,33,céu limpo
7722,Recife,11.2,81,chuva leve
7723,Rio de Janeiro,13.6,68,névoa
7724,Maceió,31.5,20,chuva leve
7725,Salvador,15.2,20,trovoada
7726,Fortaleza,-1.4,63,poucas nuvens
7727,Curitiba,38.6,51,chuva leve
7728,Manaus,-1.9,68,nuvens quebradas
7729,Porto Alegre,17.5,28,névoa
7730,Curitiba,11.4,43,céu limpo
7731,Duque de Caxias,6.7,47,neve
7732,Porto Alegre,1.2,90,poucas nuvens
7733,Brasília,10.0,46,chuva
7734,Manaus,-5.0,56,chuva
7735,Brasília,-2.3,99,chuva leve
7736,Fortaleza,34.8,74,chuva leve
7737,Guarulhos,19.1,85,poucas nuvens
7738,Brasília,3.1,50,poucas nuvens
7739,Salvador,24.5,45,chuva leve
7740,Rio de Janeiro,26.3,20,névoa
7741,Maceió,33.5,79,nuvens quebradas
7742,Rio de Janeiro,11.2,80,céu limpo
7743,Maceió,10.4,97,neve
7744,Porto Alegre,8.2,100,neve
7745,São Luís,38.2,58,chuva
7746,Manaus,9.2,26,poucas nuvens
7747,Goiania,1.4,64,chuva leve
7748,Belo Horizonte,19.7,81,nuvens dispersas
7749,São Paulo,24.5,76,nuvens quebradas
7750,Salvador,20.2,74,neve
7751,Manaus,2.0,54,chuva leve
7752,Rio de Janeiro,38.5,100,chuva leve
7753,Natal,17.9,87,poucas nuvens
7754,Brasília,5.3,48,neve
7755,Campinas,39.0,76,céu limpo
7756,Belém,38.6,87,neve
7757,Belo Horizonte,31.4,54,trovoada
7758,São Gonçalo,33.4,100,trovoada
7759,Brasília,36.9,61,chuva leve
7760,São Gonçalo,33.2,81,névoa
7761,Manaus,4.7,98,nuvens quebradas
7762,São Paulo,13.8,54,chuva
7763,Brasília,21.6,70,chuva leve
7764,Rio de Janeiro,12.9,27,trovoada
7765,Duque de Caxias,6.7,98,trovoada
7766,Fortaleza,30.8,89,céu limpo
7767,Brasília,29.6,20,chuva
7768,Fortaleza,39.2,81,chuva
7769,Teresina,13.0,100,névoa
7770,Brasília,35.1,40,chuva leve
7771,Recife,30.4,79,poucas nuvens
7772,São Luís,8.8,37,poucas nuvens
7773,Duque de Caxias,17.1,93,poucas nuvens
7774,Curitiba,-2.5,35,céu limpo
7775,São Gonçalo,15.5,89,nuvens quebradas
7776,São Paulo,2.3,70,nuvens dispersas
7777,Recife,7.1,60,chuva
7778,Belo Horizonte,38.8,83,neve
7779,São Gonçalo,34.4,61,trovoada
7780,Campinas,-3.4,25,névoa
7781,Natal,37.3,80,céu limpo
7782,São Paulo,21.9,77,névoa
7783,Duque de Caxias,31.5,50,céu limpo
7784,Duque de Caxias,1.1,68,névoa
7785,Belo Horizonte,1.6,81,poucas nuvens
7786,Belo Horizonte,30.7,51,nuvens dispersas
7787,Belém,21.2,72,nuvens quebradas
7788,Teresina,34.6,94,nuvens dispersas
7789,Guarulhos,32.2,88,poucas nuvens
7790,Curitiba,15.2,70,neve
7791,Belo Horizonte,10.1,33,nuvens dispersas
7792,Manaus,-1.4,37,céu limpo
7793,Guarulhos,23.3,80,névoa
7794,Goiania,39.6,93,céu limpo
7795,Fortaleza,5.2,57,céu limpo
7796,São Luís,8.1,41,chuva leve
7797,Guarulhos,18.1,51,poucas nuvens
7798,Curitiba,1.4,84,nuvens dispersas
7799,Salvador,1.5,54,chuva
7800,São Gonçalo,36.4,82,trovoada
7801,Maceió,34.6,94,nuvens quebradas
7802,Belém,14.5,65,névoa
7803,Natal,16.1,49,céu limpo
7804,São Paulo,37.4,24,neve
7805,Natal,19.1,23,nuvens quebradas
7806,Maceió,1.7,52,chuva
7807,Belo Horizonte,31.8,45,trovoada
7808,Brasília,11.5,70,chuva leve
7809,Recife,35.0,66,chuva leve
7810,São Gonçalo,6.9,83,trovoada
7811,São Paulo,23.1,96,poucas nuvens
7812,Brasília,-4.5,58,trovoada
7813,Teresina,1.9,25,chuva
7814,Duque de Caxias,24.1,73,trovoada
7815,Recife,13.1,64,trovoada
7816,Guarulhos,-2.2,41,névoa
7817,Campinas,18.3,90,nuvens quebradas
7818,Campinas,13.8,74,chuva leve
7819,Salvador,-3.1,49,nuvens quebradas
7820,Belém,30.5,80,trovoada
7821,São Luís,4.9,44,chuva
7822,Belém,37.8,33,trovoada
7823,São Paulo,1.1,38,poucas nuvens
7824,Manaus,0.8,67,nuvens dispersas
7825,São Luís,28.6,72,nuvens quebradas
7826,Duque de Caxias,36.0,40,nuvens quebradas
7827,Natal,29.5,50,névoa
7828,Curitiba,2.2,99,chuva
7829,Goiania,34.1,41,trovoada
7830,Campinas,16.4,74,névoa
7831,Goiania,15.6,64,nuvens quebradas
7832,Rio de Janeiro,31.8,56,neve
7833,Duque de Caxias,18.8,26,chuva leve
7834,Duque de Caxias,-3.0,80,névoa
7835,Manaus,12.1,91,poucas nuvens
7836,Rio de Janeiro,17.4,86,céu limpo
7837,São Paulo,24.5,67,céu limpo
7838,Porto Alegre,29.5,84,poucas nuvens
7839,Fortaleza,18.4,53,chuva
7840,São Paulo,26.0,98,nuvens quebradas
7841,Campinas,2.6,69,nuvens quebradas
7842,Curitiba,24.2,92,chuva
7843,Porto Alegre,23.0,82,trovoada
7844,Recife,14.9,48,nuvens quebradas
7845,Guarulhos,6.1,21,céu limpo
7846,Brasília,9.0,26,céu limpo
7847,Manaus,19.0,64,chuva
7848,Rio de Janeiro,35.0,60,trovoada
7849,Recife,30.0,55,céu limpo
7850,Teresina,12.2,85,chuva
7851,Belém,8.6,86,céu limpo
7852,Belo Horizonte,17.7,40,chuva leve
7853,Brasília,37.2,65,poucas nuvens
7854,São Paulo,13.5,96,trovoada
7855,Maceió,19.2,53,chuva
7856,Rio de Janeiro,16.4,49,nuvens dispersas
7857,São Gonçalo,21.6,21,chuva leve
7858,São Gonçalo,1.5,80,trovoada
7859,Manaus,14.1,34,nuvens dispersas
7860,São Luís,24.9,34,poucas nuvens
7861,São Gonçalo,-3.2,58,nuvens quebradas
7862,São Luís,36.8,58,neve
7863,Duque de Caxias,10.3,49,neve
7864,Maceió,10.1,58,nuvens quebradas
7865,Brasília,15.3,73,trovoada
7866,Curitiba,15.3,91,nuvens dispersas
7867,Salvador,-0.3,58,chuva
7868,Rio de Janeiro,34.2,63,nuvens quebradas
7869,Brasília,18.7,40,poucas nuvens
7870,Salvador,25.9,61,trovoada
7871,São Paulo,22.5,69,céu limpo
7872,Natal,12.6,32,nuvens dispersas
7873,Maceió,26.0,85,nuvens quebradas
7874,São Luís,24.7,52,poucas nuvens
7875,Belém,28.5,41,nuvens quebradas
7876,Brasília,19.3,20,trovoada
7877,Brasília,24.7,45,céu limpo
7878,São Gonçalo,31.1,42,nuvens quebradas
7879,Teresina,4.9,95,poucas nuvens
7880,Guarulhos,19.4,35,céu limpo
7881,Rio de Janeiro,27.7,86,névoa
7882,Salvador,-1.5,20,chuva leve
7883,Guarulhos,27.4,36,nuvens quebradas
7884,São Luís,31.4,94,nuvens dispersas
7885,Belo Horizonte,33.9,49,poucas nuvens
7886,Belém,39.8,64,poucas nuvens
7887,Campinas,36.1,56,poucas nuvens
7888,Manaus,9.2,88,chuva leve
7889,Maceió,11.1,67,nuvens dispersas
7890,Guarulhos,-0.6,50,trovoada
7891,São Paulo,10.5,54,chuva leve
